ticket_id,customer_id,created_at,resolved_at,channel,category,subcategory,customer_tier,first_response_time_mins,resolution_time_hours,csat_score,ticket_status,ticket_text
TKT-10143,CUS-001416,2026-05-22 04:34:11,2026-05-22 19:05:23,Social Media,Feature Request,Export Data,Free,122,14.52,4,Resolved,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-10144,CUS-001035,2026-07-01 05:49:14,,WhatsApp,Billing/Refunds,Refund Pending,Free,45,,2,Open,My refund is still pending and I need an update.
TKT-10145,CUS-000365,2026-06-26 18:02:09,2026-06-27 16:23:45,In-App Chat,App Bug,Notification Error,Free,15,22.36,2,Closed,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-10146,CUS-000966,2026-07-09 14:19:45,2026-07-10 17:13:09,Email,Billing/Refunds,Refund Pending,Free,38,26.89,3,Closed,My refund is still pending and I need an update. I have already tried again several times.
TKT-10147,CUS-000547,2026-06-25 23:18:53,2026-06-29 04:06:53,Social Media,Billing/Refunds,Incorrect Amount,Free,80,76.8,2,Resolved,The amount on my bill does not match what I expected.
TKT-10148,CUS-001176,2026-06-26 03:23:09,2026-06-26 08:18:21,In-App Chat,Account Access,Profile Update Failed,Free,26,4.92,5,Resolved,I cannot save the changes to my profile. Could someone advise me on the next step?
TKT-10149,CUS-000491,2026-07-24 21:17:11,2026-07-25 06:26:47,Email,Feature Request,Dark Mode,Enterprise,17,9.16,5,Resolved,I like the app and would find a dark mode option useful. I would be happy to use this feature.
TKT-10150,CUS-000451,2026-06-29 09:09:52,2026-06-30 09:23:40,Email,Feature Request,Export Data,Free,76,24.23,4,Closed,Could you add a way to export my account data? I would be happy to use this feature.
TKT-10151,CUS-001592,2026-07-03 17:13:52,2026-07-04 02:52:16,WhatsApp,Account Access,Account Locked,Free,18,9.64,4,Resolved,My account is locked and I cannot get back in. I would appreciate an update when possible.
TKT-10152,CUS-001523,2026-07-29 10:18:53,2026-07-30 08:07:29,Social Media,Account Access,Password Reset,Free,59,21.81,4,Closed,I need help resetting my password.
TKT-10153,CUS-000757,2026-06-02 04:08:48,2026-06-04 07:19:36,In-App Chat,Delivery Delay,Tracking Not Updated,Free,20,51.18,3,Resolved,The tracking status has not changed for a while. Please resolve this as soon as possible.
TKT-10154,CUS-001289,2026-08-11 16:29:16,2026-08-11 23:59:52,Email,Feature Request,Dark Mode,Free,73,7.51,5,Closed,I like the app and would find a dark mode option useful. I would be happy to use this feature.
TKT-10155,CUS-001640,2026-07-23 23:35:46,2026-07-30 22:45:58,Email,Billing/Refunds,Duplicate Charge,Free,325,167.17,2,Escalated,I was charged twice for the same transaction. This has been very frustrating.
TKT-10156,CUS-000159,2026-06-19 08:05:08,2026-06-19 13:27:20,In-App Chat,Account Access,Account Locked,Premium,18,5.37,,Closed,My account is locked and I cannot get back in.
TKT-10157,CUS-001012,2026-07-01 11:13:45,2026-07-02 10:44:21,Email,Delivery Delay,Late Delivery,Free,132,23.51,4,Closed,My order is later than the delivery estimate. This has been very frustrating.
TKT-10158,CUS-000434,2026-08-06 20:38:51,2026-08-11 23:59:51,In-App Chat,App Bug,App Crash,Premium,57,123.35,1,Escalated,The app closes every time I try to complete this action.
TKT-10159,CUS-001349,2026-07-30 22:50:15,2026-08-04 10:32:15,In-App Chat,App Bug,App Crash,Free,29,107.7,2,Resolved,The app closes every time I try to complete this action. This has been very frustrating.
TKT-10160,CUS-000184,2026-06-14 11:24:09,2026-06-14 19:24:45,Email,Feature Request,Export Data,Free,80,8.01,,Closed,"Could you add a way to export my account data? The service has been useful overall, so this would be a great addition."
TKT-10161,CUS-001335,2026-07-08 09:16:48,,In-App Chat,Feature Request,Dark Mode,Free,15,,,Open,I like the app and would find a dark mode option useful. Everything else is working well for me.
TKT-10162,CUS-000357,2026-06-22 21:12:49,2026-06-23 15:23:37,Email,Feature Request,Dark Mode,Free,56,18.18,,Closed,I like the app and would find a dark mode option useful. Thanks for considering the suggestion.
TKT-10163,CUS-000760,2026-05-19 09:37:13,2026-05-20 12:31:13,In-App Chat,Delivery Delay,Tracking Not Updated,Free,6,26.9,,Resolved,The tracking status has not changed for a while. This has been very frustrating.
TKT-10164,CUS-001370,2026-06-28 13:19:00,,Social Media,Billing/Refunds,Payment Failed,Free,71,,,Open,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-10165,CUS-000130,2026-07-17 20:42:25,2026-07-22 02:07:01,In-App Chat,App Bug,Login Timeout,Free,11,101.41,2,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-10166,CUS-001557,2026-07-09 09:12:35,2026-07-09 16:55:11,WhatsApp,Account Access,Verification Code Missing,Premium,27,7.71,3,Resolved,The verification code has not arrived yet.
TKT-10167,CUS-000383,2026-07-05 08:30:20,2026-07-06 02:06:56,In-App Chat,Account Access,Profile Update Failed,Free,22,17.61,4,Resolved,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-10168,CUS-000829,2026-06-22 20:16:05,2026-06-24 23:05:53,Email,App Bug,Login Timeout,Free,81,50.83,2,Resolved,I keep getting timed out when I try to sign in. This is disrupting what I need to do.
TKT-10169,CUS-001234,2026-06-29 07:50:07,2026-06-29 15:17:07,In-App Chat,Account Access,Account Locked,Premium,10,7.45,4,Resolved,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-10170,CUS-000226,2026-05-17 18:40:09,2026-05-18 07:41:57,In-App Chat,App Bug,Notification Error,Free,54,13.03,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-10171,CUS-001019,2026-07-14 09:40:02,,Email,Delivery Delay,Missing Items,Premium,72,,,Open,Some items were missing when my order arrived.
TKT-10172,CUS-000852,2026-05-15 04:28:55,2026-05-16 14:07:19,WhatsApp,App Bug,Notification Error,Enterprise,6,33.64,2,Resolved,The notifications are delayed or showing the wrong information.
TKT-10173,CUS-000975,2026-06-27 01:30:28,2026-06-28 07:11:52,WhatsApp,App Bug,Notification Error,Enterprise,3,29.69,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-10174,CUS-001122,2026-07-30 17:51:47,2026-08-01 12:06:47,In-App Chat,Billing/Refunds,Duplicate Charge,Free,41,42.25,2,Escalated,I was charged twice for the same transaction. This is disrupting what I need to do.
TKT-10175,CUS-000703,2026-07-30 15:52:11,2026-08-09 08:24:35,In-App Chat,Billing/Refunds,Payment Failed,Free,13,232.54,1,Escalated,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-10176,CUS-000514,2026-06-19 21:42:24,2026-06-20 20:47:12,Social Media,Delivery Delay,Late Delivery,Free,16,23.08,2,Resolved,My order is later than the delivery estimate. Please resolve this as soon as possible.
TKT-10177,CUS-000339,2026-07-22 00:44:22,2026-07-22 15:31:46,Email,App Bug,Notification Error,Premium,46,14.79,3,Resolved,The notifications are delayed or showing the wrong information.
TKT-10178,CUS-001582,2026-05-27 16:03:49,2026-05-28 05:27:49,In-App Chat,Billing/Refunds,Refund Pending,Premium,22,13.4,,Closed,My refund is still pending and I need an update. I have already tried again several times.
TKT-10179,CUS-000681,2026-07-29 04:44:52,2026-08-01 14:47:16,Social Media,Delivery Delay,Wrong Delivery Address,Free,34,82.04,,Escalated,The delivery address shown for my order is incorrect. This has been very frustrating.
TKT-10180,CUS-000488,2026-08-06 01:33:24,2026-08-06 18:26:12,Email,Account Access,Profile Update Failed,Free,96,16.88,3,Closed,I cannot save the changes to my profile. I would appreciate an update when possible.
TKT-10181,CUS-000100,2026-08-02 12:35:01,2026-08-03 10:21:13,Email,Billing/Refunds,Incorrect Amount,Free,57,21.77,,Resolved,The amount on my bill does not match what I expected.
TKT-10182,CUS-001265,2026-05-31 07:20:58,2026-06-02 15:00:34,In-App Chat,App Bug,App Crash,Free,36,55.66,,Closed,The app closes every time I try to complete this action. This has been very frustrating.
TKT-10183,CUS-000871,2026-08-04 12:40:00,2026-08-06 15:48:24,Email,Billing/Refunds,Payment Failed,Free,147,51.14,,Closed,My payment keeps failing even though my details are correct.
TKT-10184,CUS-000348,2026-06-13 10:11:23,2026-06-13 18:25:47,In-App Chat,Account Access,Password Reset,Enterprise,3,8.24,4,Closed,I need help resetting my password.
TKT-10185,CUS-001503,2026-06-06 18:00:36,2026-06-09 06:55:48,Social Media,App Bug,Notification Error,Free,23,60.92,1,Escalated,The notifications are delayed or showing the wrong information. Please resolve this as soon as possible.
TKT-10186,CUS-001571,2026-05-23 03:49:48,2026-05-25 16:28:12,In-App Chat,Billing/Refunds,Refund Pending,Free,9,60.64,2,Closed,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-10187,CUS-001481,2026-06-07 21:02:50,2026-06-09 11:20:50,Social Media,Billing/Refunds,Payment Failed,Enterprise,13,38.3,2,Closed,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-10188,CUS-000928,2026-07-15 08:09:20,2026-07-15 23:43:31,WhatsApp,Account Access,Account Locked,Free,17,15.57,4,Closed,My account is locked and I cannot get back in. Thank you for checking this for me.
TKT-10189,CUS-000628,2026-06-21 01:55:14,2026-06-21 23:19:50,Social Media,Billing/Refunds,Duplicate Charge,Free,54,21.41,2,Closed,I was charged twice for the same transaction. This has been very frustrating.
TKT-10190,CUS-000295,2026-06-10 04:31:58,2026-06-10 12:33:10,In-App Chat,Delivery Delay,Missing Items,Premium,17,8.02,3,Resolved,Some items were missing when my order arrived. I have already tried again several times.
TKT-10191,CUS-000636,2026-06-02 05:47:28,2026-06-03 11:33:04,In-App Chat,Billing/Refunds,Incorrect Amount,Free,17,29.76,3,Resolved,The amount on my bill does not match what I expected. This is disrupting what I need to do.
TKT-10192,CUS-001025,2026-08-09 08:13:42,2026-08-10 03:25:42,Email,Account Access,Account Locked,Free,67,19.2,,Closed,My account is locked and I cannot get back in. Could someone advise me on the next step?
TKT-10193,CUS-000396,2026-08-01 01:18:09,2026-08-03 17:13:21,Email,App Bug,Notification Error,Premium,63,63.92,1,Closed,The notifications are delayed or showing the wrong information.
TKT-10194,CUS-000776,2026-07-18 03:15:29,2026-07-19 19:29:17,WhatsApp,App Bug,Login Timeout,Premium,9,40.23,2,Resolved,I keep getting timed out when I try to sign in. This has been very frustrating.
TKT-10195,CUS-000957,2026-07-10 17:24:05,2026-07-11 11:24:41,In-App Chat,Billing/Refunds,Refund Pending,Premium,6,18.01,2,Resolved,My refund is still pending and I need an update. Please resolve this as soon as possible.
TKT-10196,CUS-001226,2026-05-26 09:01:26,2026-05-26 19:59:02,WhatsApp,Delivery Delay,Wrong Delivery Address,Enterprise,5,10.96,,Closed,The delivery address shown for my order is incorrect. This has been very frustrating.
TKT-10197,CUS-000165,2026-06-27 13:42:43,2026-06-28 06:21:07,In-App Chat,Feature Request,Export Data,Free,51,16.64,,Closed,Could you add a way to export my account data? I would be happy to use this feature.
TKT-10198,CUS-001454,2026-07-04 17:38:35,2026-07-05 16:55:58,In-App Chat,Billing/Refunds,Payment Failed,Premium,29,23.29,3,Resolved,My payment keeps failing even though my details are correct.
TKT-10199,CUS-000760,2026-06-25 04:21:52,2026-06-27 10:28:28,In-App Chat,Billing/Refunds,Incorrect Amount,Free,22,54.11,,Resolved,The amount on my bill does not match what I expected. This has been very frustrating.
TKT-10200,CUS-000968,2026-06-18 23:00:48,2026-06-19 07:34:59,Social Media,Feature Request,Dark Mode,Premium,13,8.57,4,Resolved,I like the app and would find a dark mode option useful. I would be happy to use this feature.
TKT-10201,CUS-001585,2026-06-30 20:55:16,,In-App Chat,Account Access,Password Reset,Premium,20,,3,Open,I need help resetting my password.
TKT-10202,CUS-000309,2026-06-07 21:28:21,2026-06-16 07:24:45,In-App Chat,Billing/Refunds,Payment Failed,Premium,4,201.94,1,Escalated,My payment keeps failing even though my details are correct. This has been very frustrating.
TKT-10203,CUS-001486,2026-07-22 19:09:07,2026-07-25 17:16:55,Social Media,Billing/Refunds,Payment Failed,Premium,23,70.13,3,Closed,My payment keeps failing even though my details are correct. I have already tried again several times.
TKT-10204,CUS-001359,2026-06-14 11:42:05,2026-06-14 17:12:05,Email,Account Access,Account Locked,Free,72,5.5,5,Resolved,My account is locked and I cannot get back in.
TKT-10205,CUS-001646,2026-08-06 01:23:05,2026-08-08 02:59:05,In-App Chat,Delivery Delay,Missing Items,Premium,24,49.6,,Closed,Some items were missing when my order arrived. Please resolve this as soon as possible.
TKT-10206,CUS-000666,2026-07-22 00:40:40,2026-07-22 05:28:04,In-App Chat,Account Access,Profile Update Failed,Free,55,4.79,3,Resolved,I cannot save the changes to my profile. Please let me know what information you need.
TKT-10207,CUS-000233,2026-05-15 02:23:43,,Email,Feature Request,Notification Controls,Free,41,,,Open,Please add more control over which notifications I receive.
TKT-10208,CUS-000025,2026-06-15 05:46:23,2026-06-16 05:34:59,In-App Chat,App Bug,Notification Error,Premium,12,23.81,1,Resolved,The notifications are delayed or showing the wrong information.
TKT-10209,CUS-001339,2026-05-25 12:57:47,2026-05-26 16:22:23,In-App Chat,App Bug,Login Timeout,Premium,7,27.41,2,Resolved,I keep getting timed out when I try to sign in.
TKT-10210,CUS-000244,2026-06-22 05:23:22,2026-06-24 18:21:34,Email,App Bug,Notification Error,Free,62,60.97,,Closed,The notifications are delayed or showing the wrong information. This has been very frustrating.
TKT-10211,CUS-000526,2026-06-22 17:33:51,2026-06-24 06:41:03,In-App Chat,App Bug,App Crash,Free,34,37.12,2,Resolved,The app closes every time I try to complete this action. Please resolve this as soon as possible.
TKT-10212,CUS-001646,2026-07-02 08:04:09,2026-07-04 09:39:33,Email,Billing/Refunds,Duplicate Charge,Free,60,49.59,2,Closed,I was charged twice for the same transaction. This has been very frustrating.
TKT-10213,CUS-000743,2026-06-11 23:48:05,2026-06-13 03:18:05,In-App Chat,Billing/Refunds,Incorrect Amount,Free,26,27.5,3,Closed,The amount on my bill does not match what I expected. Please resolve this as soon as possible.
TKT-10214,CUS-000408,2026-06-30 02:18:59,2026-07-01 21:40:35,In-App Chat,App Bug,App Crash,Free,42,43.36,2,Resolved,The app closes every time I try to complete this action.
TKT-10215,CUS-001271,2026-07-04 00:40:55,2026-07-04 15:41:31,In-App Chat,Delivery Delay,Wrong Delivery Address,Enterprise,10,15.01,3,Resolved,The delivery address shown for my order is incorrect. This is disrupting what I need to do.
TKT-10216,CUS-000462,2026-06-04 06:20:57,2026-06-04 21:52:09,In-App Chat,Billing/Refunds,Refund Pending,Free,28,15.52,3,Closed,My refund is still pending and I need an update.
TKT-10217,CUS-000877,2026-06-16 19:48:23,2026-06-20 05:58:35,In-App Chat,App Bug,Notification Error,Enterprise,4,82.17,1,Escalated,The notifications are delayed or showing the wrong information. I have already tried again several times.
TKT-10218,CUS-000290,2026-07-07 17:47:58,2026-07-08 03:30:34,In-App Chat,Account Access,Verification Code Missing,Free,12,9.71,,Resolved,The verification code has not arrived yet. I would appreciate an update when possible.
TKT-10219,CUS-000766,2026-08-01 06:14:46,2026-08-01 11:14:10,WhatsApp,Account Access,Profile Update Failed,Premium,41,4.99,4,Resolved,I cannot save the changes to my profile.
TKT-10220,CUS-000196,2026-05-20 12:00:45,2026-05-21 08:08:33,WhatsApp,Delivery Delay,Wrong Delivery Address,Free,46,20.13,2,Closed,The delivery address shown for my order is incorrect.
